name,location,reviews,facilities,price,size,rules,stars,link
Elena Studios & Apartments,"Piso Livadi, Piso Livadi, 84400, Greece",9.3Wonderful 292 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
XOF 288,621
Current price
XOF 245,328
</span>",25 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/elena-studios-i-ii-iips.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=32937108_368905018_2_0_0&highlighted_blocks=32937108_368905018_2_0_0&matching_block_id=32937108_368905018_2_0_0&sr_pri_blocks=32937108_368905018_2_0_0__24752&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Eri Hotel,"Main road Parikias - Naoussas, Parikia, 84400, Greece",8.5Very Good 548 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$429
</span>",172 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],,https://www.booking.com/hotel/gr/eriparos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=9553706_350394927_0_33_0&highlighted_blocks=9553706_350394927_0_33_0&matching_block_id=9553706_350394927_0_33_0&sr_pri_blocks=9553706_350394927_0_33_0__40600&from=searchresults#hotelTmpl
Holidays in Paros,"Aliki, Aliki, 84400, Greece",8.7Excellent 116 reviews,"['Non-smoking rooms', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
1,221 zł
Current price
916 zł
</span>",16 m²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/holidays-in-paros.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=35372001_88570475_0_0_0&highlighted_blocks=35372001_88570475_0_0_0&matching_block_id=35372001_88570475_0_0_0&sr_pri_blocks=35372001_88570475_0_0_0__18225&from=searchresults#hotelTmpl
Selina Paros,"Pounda Paros, Pounda, 84400, Greece",7.2Good 168 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Fitness center', 'Restaurant', 'Beachfront', 'Bar', 'Private beach area', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
$521
Current price
$469
</span>",237 feet²,['Pets\n\n\nPets are allowed. Charges may apply.'],,https://www.booking.com/hotel/gr/holiday-sun.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=2693507_111754158_0_1_0&highlighted_blocks=2693507_111754158_0_1_0&matching_block_id=2693507_111754158_0_1_0&sr_pri_blocks=2693507_111754158_0_1_0__44934&from=searchresults#hotelTmpl
Hotel Senia - Onar Hotels Collection,"Naoussa, Naousa, 84401, Greece",9.2Wonderful 534 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Restaurant', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
CAD 5,137
Current price
CAD 4,017
</span>",,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],,https://www.booking.com/hotel/gr/senia.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=1857433_95143442_2_1_0&highlighted_blocks=1857433_95143442_2_1_0&matching_block_id=1857433_95143442_2_1_0&sr_pri_blocks=1857433_95143442_2_1_0__301440&from=searchresults#hotelTmpl
Aloni Hotel,"Main Street, Piso Livadi, 84400, Greece",8.7Excellent 134 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 2,134
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/aloni.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=1217016_95135425_0_1_0&highlighted_blocks=1217016_95135425_0_1_0&matching_block_id=1217016_95135425_0_1_0&sr_pri_blocks=1217016_95135425_0_1_0__147400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Villa Irini,"Naousa, Naousa, 84401, Greece",9.2Wonderful 327 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Beachfront', 'Family rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
$987
</span>",194 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/villa-irine.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=61263610_195945978_0_2_0&highlighted_blocks=61263610_195945978_0_2_0&matching_block_id=61263610_195945978_0_2_0&sr_pri_blocks=61263610_195945978_0_2_0__92200&from=searchresults#hotelTmpl
Nissiotiko Hotel,"Drios, Drios, 84400, Greece",9.2Wonderful 163 reviews,"['Non-smoking rooms', 'Beachfront', 'Free WiFi', 'Free parking']","<span class=""bui-u-sr-only"">
Price
$ 139,138
</span>",15 m²,['Pets\n\n\nPets are not allowed.'],3,https://www.booking.com/hotel/gr/nisiotiko-apartments.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=27603905_80488989_0_0_0&highlighted_blocks=27603905_80488989_0_0_0&matching_block_id=27603905_80488989_0_0_0&sr_pri_blocks=27603905_80488989_0_0_0__54200&from=searchresults#hotelTmpl
Hotel Cyclades,"Parikia, Parikia, 84400, Greece",9.0Wonderful 237 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 470
Current price
€ 433
</span>",16 m²,['Pets\n\n\nPets are not allowed.'],2,https://www.booking.com/hotel/gr/cyclades-paros.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=38499904_88570167_0_2_0&highlighted_blocks=38499904_88570167_0_2_0&matching_block_id=38499904_88570167_0_2_0&sr_pri_blocks=38499904_88570167_0_2_0__47000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Anna Platanou Hotel,"Parikia, Parikia, 84400, Greece",8.8Excellent 343 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 725
</span>",17 m²,['Pets\n\n\nPets are not allowed.'],1,https://www.booking.com/hotel/gr/anna-platanou-parikia.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=2815&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=43034a80e36204c0&srepoch=1685702145&all_sr_blocks=30764709_88570151_0_1_0&highlighted_blocks=30764709_88570151_0_1_0&matching_block_id=30764709_88570151_0_1_0&sr_pri_blocks=30764709_88570151_0_1_0__50200&from=searchresults#hotelTmpl
