name,location,reviews,facilities,price,size,rules,stars,link
Mike's Studios,"Haraki, Rhodes, Haraki, 85133, Greece",9.6Exceptional 18 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 808
Current price
CAD 647
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/mike-39-s-studio-seaview.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=703990402_294339880_4_0_0&highlighted_blocks=703990402_294339880_4_0_0&matching_block_id=703990402_294339880_4_0_0&sr_pri_blocks=703990402_294339880_4_0_0__41251&from=searchresults#hotelTmpl
Stegna Akti Luxury Suites,"paralia stegna paralia stegna, Archangelos, 85102, Greece",9.2Wonderful 143 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Beachfront', 'Airport shuttle', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 46,349
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/stegna-akti-luxury-suites.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=383084101_130474588_2_1_0&highlighted_blocks=383084101_130474588_2_1_0&matching_block_id=383084101_130474588_2_1_0&sr_pri_blocks=383084101_130474588_2_1_0__48500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Elakati Luxury Boutique Hotel - Adults Only,"Lochagou Fanouraki 29, Rhodes Town, 85100, Greece",9.7Exceptional 246 reviews,"['Non-smoking rooms', 'Facilities for disabled guests', 'Room service', 'Free parking', 'Free WiFi', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,187
</span>",355 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/elakati-luxury-boutique-house.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=145195902_87277850_2_1_0&highlighted_blocks=145195902_87277850_2_1_0&matching_block_id=145195902_87277850_2_1_0&sr_pri_blocks=145195902_87277850_2_1_0__111300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Porto Haraki Studios,"Χαράκι Ρόδος, Haraki, 85102, Greece",7.9Good 65 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Beachfront']","<span class=""bui-u-sr-only"">
Price
$172
</span>",,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/porto-haraki-studios.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=609882002_330275372_2_0_0&highlighted_blocks=609882002_330275372_2_0_0&matching_block_id=609882002_330275372_2_0_0&sr_pri_blocks=609882002_330275372_2_0_0__14720&from=searchresults#hotelTmpl
Amaliahotel,"Πλ. Απολακκιας 1, Apolakkiá, 85109, Greece",8.5Very Good 68 reviews,"['Non-smoking rooms', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 140
</span>",15 m²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/amaliahotel.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=393092001_245703625_2_2_0&highlighted_blocks=393092001_245703625_2_2_0&matching_block_id=393092001_245703625_2_2_0&sr_pri_blocks=393092001_245703625_2_2_0__14200&from=searchresults#hotelTmpl
Pathos SeaSide Suites,"Odos Agioy Nektarioy, Faliraki, 85100, Greece",9.0Wonderful 58 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Beachfront', 'Free WiFi', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Original price
¥187,240
Current price
¥177,878
</span>",50 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],,https://www.booking.com/hotel/gr/pathos-seaside-suites-faliraki.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=840412401_350712902_2_1_0&highlighted_blocks=840412401_350712902_2_1_0&matching_block_id=840412401_350712902_2_1_0&sr_pri_blocks=840412401_350712902_2_1_0__103700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Elafos Hotel,"Profitis Ilias, Sálakos, 85106, Greece",8.1Very Good 40 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$386
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/elafos.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=50472201_332127611_2_1_0&highlighted_blocks=50472201_332127611_2_1_0&matching_block_id=50472201_332127611_2_1_0&sr_pri_blocks=50472201_332127611_2_1_0__36000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Stan&Family,"Eparchiaki Odos Kalavardas-Empona Καλαβάρδα-Ρόδος, Kalavárda, 85108, Greece",9.9Exceptional 18 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 461
</span>",80 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",,https://www.booking.com/hotel/gr/stan-amp-family.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=304584001_329655931_2_0_0&highlighted_blocks=304584001_329655931_2_0_0&matching_block_id=304584001_329655931_2_0_0&sr_pri_blocks=304584001_329655931_2_0_0__29440&from=searchresults#hotelTmpl
Johannes House,"Επαρχιακή Οδός Αφάντου-Ψίνθου, Afantou, 85103, Greece",,['Free parking'],"<span class=""bui-u-sr-only"">
Price
€ 425
</span>",90 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/johannes-house-aphantou.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=1010843701_373779726_2_0_0&highlighted_blocks=1010843701_373779726_2_0_0&matching_block_id=1010843701_373779726_2_0_0&sr_pri_blocks=1010843701_373779726_2_0_0__42500&from=searchresults#hotelTmpl
Spirit Of The Knights Boutique Hotel,"14, Alexandridou str., Old Town, Rhodes Town, 85100, Greece",9.3Wonderful 137 reviews,"['Non-smoking rooms', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
₪ 4,632
Current price
₪ 3,835
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/spirit-of-the-knights-boutique.html?label=gen173bo-1DCAEoggI46AdIMVgDaFyIAQGYATG4ARfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Ap296KMGwAIB0gIkOGQzN2IxNzMtZTY1ZS00M2RiLThhNDItOTBjNDhhZjA3ODZm2AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1591&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=class%3D0&srpvid=f07e2858fafc0021&srepoch=1685771058&all_sr_blocks=38319903_88569252_2_1_0&highlighted_blocks=38319903_88569252_2_1_0&matching_block_id=38319903_88569252_2_1_0&sr_pri_blocks=38319903_88569252_2_1_0__95386&from=searchresults#hotelTmpl
